product_category,product_name,brand,current_market_price,purchase_price,purchase_age_days,initial_warranty_days,warranty_left_days,condition_score,condition_grade,scratch_severity,dent_severity,crack_severity,usage_severity,missing_accessories,seller_description,resale_price
Tablets,Galaxy Tab A9 128GB,Samsung,22500,24500,1909,545,0,73,C,6,0,0,2,FALSE,Visible scratches on body.,3700
Washing Machines,Edge Ultima 8kg,Godrej,84900,85400,2237,1095,0,68,C,3,0,0,6,FALSE,Minor scratches on body. Moderate usage marks.,15700
Smart Watches,Wena 3,Sony,23300,23500,1623,365,0,47,D,6,2,0,8,FALSE,Visible scratches on body. Small dents. Heavily used with visible wear.,2350
Laptops,Victus 16 8GB RAM,HP,164100,190700,839,365,0,64,C,0,0,6,1,FALSE,Cracked corner but device works properly.,20800
Tablets,Tab P11,Lenovo,26200,28800,1240,1095,0,65,C,7,1,0,3,FALSE,Visible scratches on body.,4700
Laptops,MacBook Pro 16,Apple,25700,28500,474,545,71,88,B,2,1,0,1,FALSE,Minor scratches on body.,15650
Smart Watches,Watch Series 8,Apple,12200,14000,168,180,12,86,B,4,2,0,1,FALSE,Minor scratches on body. Small dents.,8000
Televisions,Neo QLED 75,Samsung,93500,110300,1577,1460,0,81,B,5,0,0,1,FALSE,Visible scratches on body.,24950
Laptops,G15 Gaming 8GB RAM,Dell,124900,124300,883,730,0,27,Reject,2,2,10,5,FALSE,Major crack visible but product powers on. Minor scratches on body. Small dents.,12500
Mobile Phones,Galaxy M35,Samsung,53000,64700,388,730,342,81,B,5,0,0,3,FALSE,Visible scratches on body.,27050
Laptops,MacBook Pro 14,Apple,102000,111500,963,365,0,57,D,0,0,5,2,FALSE,Cracked corner but device works properly.,18600
Refrigerators,Triple Door 300L,Whirlpool,67800,72200,809,730,0,82,B,0,3,0,3,FALSE,Small dents.,32450
Microwaves,Convection 30L,Godrej,14400,17400,855,1095,240,31,Reject,7,8,1,9,TRUE,Visible scratches on body. Noticeable dents. Heavily used with visible wear.,1450
Televisions,NanoCell 50,LG,171000,162500,2008,365,0,54,D,4,5,0,6,FALSE,Minor scratches on body. Noticeable dents. Moderate usage marks.,17100
Headphones,Live 660NC,JBL,1500,1600,1278,365,0,51,D,5,1,0,6,TRUE,Visible scratches on body. Moderate usage marks. Missing original accessories or packaging.,250
Washing Machines,Eon 7kg,Godrej,65500,65000,743,1095,352,36,Reject,3,0,7,7,FALSE,Major crack visible but product powers on. Minor scratches on body. Heavily used with visible wear.,6800
Headphones,CH720N,Sony,4900,4800,1819,730,0,29,Reject,8,7,0,7,TRUE,Visible scratches on body. Noticeable dents. Heavily used with visible wear.,500
Microwaves,Eon 25L,Godrej,20000,23100,2402,1460,0,60,C,2,0,0,4,TRUE,Minor scratches on body. Moderate usage marks. Missing original accessories or packaging.,2450
Refrigerators,Eon 244L,Godrej,123300,122100,797,1095,298,82,B,6,0,0,2,FALSE,Visible scratches on body.,53100
Washing Machines,Ace 7kg,Whirlpool,58900,65900,1821,1825,4,56,D,4,5,0,6,FALSE,Minor scratches on body. Noticeable dents. Moderate usage marks.,9000
Headphones,Quantum 400,JBL,3100,3000,23,1095,1072,100,A,0,0,0,0,FALSE,Excellent condition with minimal signs of use. All accessories included.,2945
Televisions,Neo QLED 75,Samsung,148100,152800,1651,730,0,35,Reject,6,0,6,6,FALSE,Cracked corner but device works properly. Visible scratches on body. Moderate usage marks.,14810
Headphones,AirPods Pro,Apple,5600,6100,48,365,317,97,A,0,1,0,1,FALSE,Barely used product with original packaging and invoice available.,5300
Washing Machines,Inverter 7kg,LG,91200,101900,1092,1825,733,78,B,0,0,3,1,FALSE,Fully functional with light cosmetic wear.,34650
Headphones,AirPods Pro,Apple,14500,16100,1162,180,0,72,C,4,0,0,6,FALSE,Minor scratches on body. Moderate usage marks.,3850
Furniture,Steel Almirah,Godrej,85500,89800,89,365,276,84,B,4,1,0,4,FALSE,Minor scratches on body. Moderate usage marks.,72700
Furniture,POANG Armchair,IKEA,14100,15200,752,180,0,18,Reject,5,0,10,6,FALSE,Major crack visible but product powers on. Visible scratches on body. Moderate usage marks.,2250
Microwaves,Solo 20L,Samsung,36500,40300,656,545,0,76,B,8,1,0,1,FALSE,Visible scratches on body.,14950
Headphones,WF-1000XM5,Sony,11000,10600,1657,1460,0,5,Reject,5,10,6,9,TRUE,Crack on outer panel but usable. Visible scratches on body. Noticeable dents.,1100
Televisions,Bravia OLED A80L,Sony,207900,204800,1439,730,0,65,C,4,0,0,4,TRUE,Minor scratches on body. Moderate usage marks. Missing original accessories or packaging.,39100
Mobile Phones,iPhone 14 512GB,Apple,89200,104700,1598,1095,0,69,C,3,1,0,4,FALSE,Minor scratches on body. Moderate usage marks.,17800
Headphones,AirPods Max,Apple,21600,22500,884,730,0,85,B,1,0,0,2,FALSE,Fully functional with light cosmetic wear.,8100
Mobile Phones,iPhone SE 128GB,Apple,95200,112300,39,730,691,100,A,0,0,0,1,FALSE,Like new condition. Original charger and box included.,90440
Smart Watches,Watch Ultra 2,Apple,45600,55300,670,365,0,8,Reject,10,8,5,8,TRUE,Cracked corner but device works properly. Visible scratches on body. Noticeable dents.,4560
Tablets,iPad 9th Gen,Apple,28300,27300,1575,545,0,59,D,5,2,0,4,FALSE,Visible scratches on body. Small dents. Moderate usage marks.,3100
Headphones,Nirvana 751,Boat,21700,22500,1989,1408,0,74,C,0,1,0,3,FALSE,Fully functional with light cosmetic wear.,3900
Televisions,Neo QLED 75 Smart TV,Samsung,193400,224100,1455,1460,5,13,Reject,4,2,10,6,FALSE,Major crack visible but product powers on. Minor scratches on body. Small dents.,19350
Laptops,Victus 16,HP,121700,124900,1345,1095,0,86,B,0,0,1,0,FALSE,Fully functional with light cosmetic wear.,29450
Laptops,Pavilion 15,HP,61800,74300,973,180,0,88,B,0,0,0,4,FALSE,Moderate usage marks.,24000
Televisions,Crystal 4K 55,Samsung,174500,171700,1229,1095,0,64,C,4,1,0,4,TRUE,Minor scratches on body. Moderate usage marks. Missing original accessories or packaging.,39500
Tablets,Galaxy Tab S9 512GB,Samsung,17200,17300,1165,1095,0,52,D,0,1,7,3,FALSE,Major crack visible but product powers on.,1720
Microwaves,Convection 28L,Samsung,23800,28900,692,1770,1078,91,A,0,3,0,0,FALSE,Small dents.,12950
Microwaves,Solo 20L,LG,16900,18600,1507,730,0,63,C,6,2,0,1,TRUE,Visible scratches on body. Small dents. Missing original accessories or packaging.,3600
Refrigerators,Triple Door 300L,Whirlpool,76800,85700,2287,730,0,5,Reject,7,3,10,6,FALSE,Major crack visible but product powers on. Visible scratches on body. Small dents.,7700
Mobile Phones,Galaxy Z Fold5,Samsung,15200,16800,326,365,39,98,A,1,0,0,0,FALSE,Like new condition. Original charger and box included.,11500
Furniture,BILLY Bookcase,IKEA,99400,96900,2121,1460,0,44,D,6,3,0,8,FALSE,Visible scratches on body. Small dents. Heavily used with visible wear.,17750
Smart Watches,Galaxy Watch 5,Samsung,38300,42000,973,730,0,85,B,0,4,0,0,FALSE,Small dents.,12000
Laptops,G15 Gaming 512GB,Dell,122600,122600,1656,1095,0,79,B,2,0,0,2,FALSE,Minor scratches on body.,23000
Washing Machines,Edge Ultima 8kg,Godrej,44000,48300,682,1739,1057,95,A,0,0,0,0,FALSE,Excellent condition with minimal signs of use. All accessories included.,29050
Furniture,POANG Armchair,IKEA,120800,124900,1054,730,0,82,B,0,0,0,4,FALSE,Moderate usage marks.,81250
Tablets,iPad Air 128GB,Apple,39200,47400,2276,1825,0,62,C,7,1,0,4,FALSE,Visible scratches on body. Moderate usage marks. Refurbished and tested by seller.,5100
Televisions,QLED 65,Samsung,198100,199100,761,730,0,81,B,4,0,0,2,FALSE,Minor scratches on body.,67700
Televisions,OLED G3 65,LG,42900,48600,1334,1563,229,41,D,2,0,6,6,FALSE,Cracked corner but device works properly. Minor scratches on body. Moderate usage marks. Refurbished and tested by seller.,4300
Refrigerators,Intellifresh 265L,Whirlpool,46400,49500,1047,1095,48,28,Reject,5,1,6,6,TRUE,Crack on outer panel but usable. Visible scratches on body. Moderate usage marks.,4650
Smart Watches,Lunar Connect,Boat,13100,14800,1868,365,0,56,D,5,4,0,6,FALSE,Visible scratches on body. Small dents. Moderate usage marks.,1310
Laptops,XPS 13 8GB RAM,Dell,72700,84400,761,560,0,83,B,0,3,0,0,FALSE,Small dents.,27400
Tablets,iPad 10th Gen,Apple,46700,51900,334,1095,761,51,D,0,2,7,3,FALSE,Major crack visible but product powers on. Small dents. Refurbished and tested by seller.,8450
Tablets,Galaxy Tab S9 FE 64GB,Samsung,14300,14200,1963,1460,0,40,D,5,7,1,7,FALSE,Visible scratches on body. Noticeable dents. Heavily used with visible wear.,1450
Furniture,Sofa Cum Bed,Godrej,84000,81800,1817,730,0,66,C,3,3,0,4,FALSE,Minor scratches on body. Small dents. Moderate usage marks.,29400
Refrigerators,Triple Door 300L,Whirlpool,21100,22600,1386,1825,439,71,C,3,1,0,4,TRUE,Minor scratches on body. Moderate usage marks. Missing original accessories or packaging.,5700
Refrigerators,NXW 470L,Godrej,139100,168600,312,365,53,45,D,2,1,8,1,FALSE,Major crack visible but product powers on. Minor scratches on body.,19900
Smart Watches,Galaxy Watch 6 Classic,Samsung,24600,24400,1715,857,0,59,D,2,4,0,6,TRUE,Minor scratches on body. Small dents. Moderate usage marks.,3300
Televisions,UHD 43,LG,96000,110000,1323,1095,0,50,D,6,3,0,6,TRUE,Visible scratches on body. Small dents. Moderate usage marks.,15300
Washing Machines,Inverter 7kg,LG,11300,11400,53,180,127,88,B,2,1,0,0,FALSE,Minor scratches on body.,10050
Microwaves,Solo 20L,Samsung,32500,35800,1105,180,0,42,D,6,6,2,8,FALSE,Visible scratches on body. Noticeable dents. Heavily used with visible wear.,3250
Microwaves,Convection 30L,Whirlpool,24100,23300,1453,365,0,71,C,0,1,0,3,TRUE,Missing original accessories or packaging.,6350
Laptops,ThinkPad E14 16GB RAM,Lenovo,39800,40000,1229,1825,596,52,D,2,0,6,4,FALSE,Cracked corner but device works properly. Minor scratches on body. Moderate usage marks.,4000
Microwaves,Solo 20L,Samsung,29000,29000,2362,1825,0,7,Reject,2,3,9,8,TRUE,Major crack visible but product powers on. Minor scratches on body. Small dents.,2900
Laptops,Latitude 5440 128GB,Dell,127600,130800,39,365,326,99,A,0,1,0,0,FALSE,Barely used product with original packaging and invoice available.,121200
Mobile Phones,iPhone SE 64GB,Apple,108100,105200,689,180,0,45,D,0,0,8,3,FALSE,Major crack visible but product powers on.,11000
Televisions,Crystal 4K 55 Smart TV,Samsung,62100,64300,32,1825,1793,93,A,1,0,0,2,FALSE,Barely used product with original packaging and invoice available.,58995
Laptops,XPS 13 64GB,Dell,46700,53800,1883,1095,0,63,C,3,0,0,4,TRUE,Minor scratches on body. Moderate usage marks. Missing original accessories or packaging.,7750
Televisions,OLED G3 65 Smart TV,LG,97800,110800,2035,716,0,66,C,5,2,0,5,FALSE,Visible scratches on body. Small dents. Moderate usage marks.,12300
Smart Watches,Xtend Pro,Boat,24300,25600,593,180,0,86,B,1,0,0,3,FALSE,Fully functional with light cosmetic wear.,12300
Microwaves,Solo 20L,Samsung,9700,10600,1514,180,0,29,Reject,2,1,9,6,FALSE,Major crack visible but product powers on. Minor scratches on body. Moderate usage marks.,970
Televisions,Bravia 75 4K Smart TV,Sony,121200,143100,219,1095,876,94,A,1,0,0,2,FALSE,Excellent condition with minimal signs of use. All accessories included.,101600
Laptops,ThinkPad E14,Lenovo,55600,58400,1885,1825,0,65,C,6,0,0,4,FALSE,Visible scratches on body. Moderate usage marks.,5560
Mobile Phones,Galaxy A55,Samsung,84800,92100,324,1095,771,30,Reject,3,5,7,4,TRUE,Major crack visible but product powers on. Minor scratches on body. Noticeable dents.,12350
Laptops,MacBook Pro 14 64GB,Apple,100200,109700,2423,1460,0,46,D,5,3,0,5,TRUE,Visible scratches on body. Small dents. Moderate usage marks.,12300
Televisions,Bravia OLED A80L Smart TV,Sony,147000,145400,46,365,319,97,A,0,0,0,1,FALSE,Excellent condition with minimal signs of use. All accessories included.,139650
Headphones,Airdopes 141,Boat,20500,20300,6,365,359,100,A,1,0,0,0,FALSE,Barely used product with original packaging and invoice available.,19475
Furniture,POANG Armchair,IKEA,104300,100600,2060,365,0,5,Reject,7,9,7,7,FALSE,Major crack visible but product powers on. Visible scratches on body. Noticeable dents.,16700
Laptops,Legion 5,Lenovo,77800,77500,1705,180,0,57,D,5,2,0,8,FALSE,Visible scratches on body. Small dents. Heavily used with visible wear. Refurbished and tested by seller.,8200
Laptops,ThinkPad E14,Lenovo,38400,46700,1395,710,0,91,A,0,0,0,1,FALSE,Like new condition. Original charger and box included.,11050
Microwaves,Magicook 20L,Whirlpool,39100,37900,11,545,534,98,A,0,1,0,2,FALSE,Barely used product with original packaging and invoice available.,37145
Mobile Phones,Galaxy M35 64GB,Samsung,79000,84200,895,730,0,79,B,2,1,2,0,FALSE,Minor scratches on body.,23050
Laptops,IdeaPad Slim 3,Lenovo,139700,155600,728,1095,367,79,B,1,3,2,0,FALSE,Small dents.,49550
Televisions,Frame 55 Smart TV,Samsung,165700,189200,2365,730,0,48,D,5,2,0,6,TRUE,Visible scratches on body. Small dents. Moderate usage marks. Refurbished and tested by seller.,18750
Mobile Phones,Galaxy Z Fold5 8GB RAM,Samsung,58200,69200,2222,480,0,26,Reject,6,0,6,8,FALSE,Cracked corner but device works properly. Visible scratches on body. Heavily used with visible wear.,5820
Laptops,Legion 5,Lenovo,180000,213700,466,180,0,79,B,2,1,0,3,TRUE,Minor scratches on body. Missing original accessories or packaging.,84350
Tablets,iPad Air 256GB,Apple,57000,62400,1610,365,0,32,Reject,3,3,5,5,TRUE,Cracked corner but device works properly. Minor scratches on body. Small dents.,5700
Microwaves,Convection 30L,Godrej,6600,7800,2417,1718,0,59,D,6,1,0,6,FALSE,Visible scratches on body. Moderate usage marks.,900
Microwaves,Charcoal 32L,LG,11700,13500,213,730,517,100,A,0,0,0,0,FALSE,Like new condition. Original charger and box included.,11100
Headphones,Live 660NC,JBL,15200,16700,1790,730,0,80,B,0,1,0,2,FALSE,Fully functional with light cosmetic wear.,2900
Tablets,iPad 9th Gen,Apple,19400,21800,786,545,0,89,B,0,0,1,0,FALSE,Fully functional with light cosmetic wear.,8600
Microwaves,Charcoal 32L,LG,24500,23700,331,1825,1494,86,B,1,0,0,5,FALSE,Moderate usage marks.,19400
Mobile Phones,Galaxy Z Fold5 512GB,Samsung,50600,57700,1219,1095,0,94,A,0,0,0,0,FALSE,Like new condition. Original charger and box included.,16300
Televisions,Frame 55,Samsung,58400,68400,1471,545,0,22,Reject,4,4,7,5,TRUE,Major crack visible but product powers on. Minor scratches on body. Small dents.,5850
Refrigerators,Side-by-Side 653L,Samsung,67200,65800,27,365,338,92,A,1,1,0,1,FALSE,Excellent condition with minimal signs of use. All accessories included.,63840
Smart Watches,Wena 3,Sony,55300,64300,2035,545,0,72,C,4,1,0,4,FALSE,Minor scratches on body. Moderate usage marks. Refurbished and tested by seller.,5800
Smart Watches,Galaxy Watch 5,Samsung,49400,57900,259,730,471,93,A,2,0,0,1,FALSE,Like new condition. Original charger and box included.,39200
Tablets,Galaxy Tab A9,Samsung,32700,33200,289,1095,806,46,D,1,5,7,2,FALSE,Major crack visible but product powers on. Noticeable dents.,6350
Furniture,Interio Wardrobe,Godrej,11000,13200,77,1825,1748,81,B,5,2,0,1,FALSE,Visible scratches on body. Small dents.,8900
Headphones,AirPods Max,Apple,10900,12000,1073,365,0,82,B,0,1,0,4,FALSE,Moderate usage marks.,3700
Furniture,Interio Wardrobe,Godrej,129000,124900,1276,1540,264,71,C,8,0,0,3,FALSE,Visible scratches on body. Refurbished and tested by seller.,56950
Mobile Phones,Galaxy M35 64GB,Samsung,109400,110800,1368,1706,338,45,D,6,2,0,5,TRUE,Visible scratches on body. Small dents. Moderate usage marks.,15000
Microwaves,Solo 20L,LG,7600,7400,2458,1733,0,53,D,7,0,0,6,FALSE,Visible scratches on body. Moderate usage marks.,950
Microwaves,Convection 28L,Samsung,50900,51800,915,1438,523,83,B,0,0,0,2,TRUE,Missing original accessories or packaging.,23750
Televisions,Neo QLED 75,Samsung,67500,69900,2043,1825,0,53,D,5,2,0,7,FALSE,Visible scratches on body. Small dents. Heavily used with visible wear.,9300
Smart Watches,Watch Series 9,Apple,30600,33300,1143,730,0,87,B,0,0,0,1,FALSE,Fully functional with light cosmetic wear.,11600
Mobile Phones,iPhone 13,Apple,43100,51900,1419,1460,41,92,A,0,0,0,0,FALSE,Barely used product with original packaging and invoice available.,12000
Furniture,Steel Almirah,Godrej,45900,43700,675,545,0,89,B,0,1,0,2,FALSE,Fully functional with light cosmetic wear.,35000
Furniture,Steel Almirah,Godrej,35500,39000,1504,1549,45,55,D,10,3,0,7,FALSE,Visible scratches on body. Small dents. Heavily used with visible wear.,7850
Laptops,Legion 5,Lenovo,42400,40400,2039,1095,0,56,D,3,3,0,4,FALSE,Minor scratches on body. Small dents. Moderate usage marks.,5250
Headphones,WH-1000XM5,Sony,11800,13800,2172,1339,0,44,D,5,6,0,7,FALSE,Visible scratches on body. Noticeable dents. Heavily used with visible wear.,1200
Laptops,Yoga Slim 7,Lenovo,134600,146500,1162,180,0,75,B,7,0,0,1,FALSE,Visible scratches on body.,31250
Headphones,Galaxy Buds2,Samsung,12100,12700,1945,180,0,71,C,4,1,0,3,FALSE,Minor scratches on body.,1750
Headphones,AirPods Max,Apple,15400,18500,22,365,343,100,A,1,0,0,2,FALSE,Like new condition. Original charger and box included.,14630
Tablets,iPad Pro 11 64GB,Apple,22700,25600,136,545,409,33,Reject,7,2,7,4,FALSE,Major crack visible but product powers on. Visible scratches on body. Small dents.,4100
Smart Watches,Storm Pro,Boat,37800,44000,507,365,0,89,B,3,0,0,0,FALSE,Minor scratches on body.,21200
Refrigerators,Intellifresh 265L,Whirlpool,88300,88200,1511,365,0,65,C,7,2,0,3,FALSE,Visible scratches on body. Small dents.,18500
Furniture,POANG Armchair,IKEA,68000,77200,703,180,0,80,B,4,0,0,3,FALSE,Minor scratches on body.,42300
Microwaves,Convection 28L,LG,22400,21500,741,754,13,88,B,0,2,0,0,FALSE,Small dents.,11050
Mobile Phones,Galaxy S23 8GB RAM,Samsung,114500,119600,516,1699,1183,93,A,1,2,0,3,FALSE,Small dents.,63750
Headphones,Tune 760NC,JBL,33800,32700,100,545,445,88,B,5,0,0,0,FALSE,Visible scratches on body.,27050
Smart Watches,Galaxy Watch 6 Classic,Samsung,42500,49800,558,365,0,90,A,0,0,0,0,TRUE,Missing original accessories or packaging.,23100
Furniture,Office Chair,Godrej,127100,129800,2281,1460,0,28,Reject,6,7,1,10,FALSE,Visible scratches on body. Noticeable dents. Heavily used with visible wear.,20350
Headphones,Nirvana 751,Boat,22900,22400,476,534,58,74,C,0,2,3,0,FALSE,Small dents.,8200
Headphones,AirPods 2,Apple,10700,11000,530,1825,1295,29,Reject,8,10,4,7,FALSE,Crack on outer panel but usable. Visible scratches on body. Noticeable dents.,1550
Washing Machines,Ace 7kg,Whirlpool,41300,46300,326,180,0,68,C,3,0,3,1,TRUE,Minor scratches on body. Missing original accessories or packaging.,13500
Tablets,Yoga Tab 11,Lenovo,36200,36300,1118,730,0,78,B,2,2,0,2,FALSE,Minor scratches on body. Small dents.,10350
Televisions,Neo QLED 75,Samsung,264700,288800,13,545,532,87,B,2,1,0,2,FALSE,Minor scratches on body.,241900
Washing Machines,Stainwash 7.5kg,Whirlpool,28800,33800,1857,180,0,67,C,1,1,0,4,TRUE,Moderate usage marks. Missing original accessories or packaging.,6600
Tablets,Tab P11,Lenovo,19000,21700,655,1581,926,73,C,2,3,0,4,FALSE,Minor scratches on body. Small dents. Moderate usage marks. Refurbished and tested by seller.,7500
